department,telecommuting,has_company_logo,has_questions,employment_type,industry,function,fraudulent,Country,len_profile,len_description,requirement_is_existed
etc,0,1,0,Contract,Information Technology and Services,,0,US,0,1193,False
etc,0,1,1,Other,Information Technology and Services,,0,etc,326,773,True
etc,0,1,1,Full-time,Environmental Services,,0,US,879,726,True
Sales,0,1,1,Full-time,Online Media,Sales,0,GB,412,301,True
etc,0,0,0,Full-time,Banking,Information Technology,0,US,0,1693,True
Sales,0,1,1,,,,0,US,333,531,False
etc,0,1,1,Full-time,Legal Services,,0,US,632,1209,True
etc,0,1,0,,,,0,US,1247,314,False
Engineering,0,1,1,Full-time,Marketing and Advertising,Engineering,1,US,1099,1783,True
IT,0,0,0,,,,0,etc,0,460,False
etc,0,1,0,Full-time,,Quality Assurance,0,CA,592,2438,True
etc,0,1,0,Full-time,Financial Services,Design,0,GB,568,810,True
Operations,0,1,1,Full-time,Logistics and Supply Chain,Management,0,US,570,1851,True
etc,0,1,0,Temporary,Marketing and Advertising,Other,0,US,423,967,True
etc,0,1,0,Full-time,Automotive,,0,US,603,254,True
etc,0,0,1,,,,0,DE,0,779,False
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,US,1441,1502,True
etc,0,0,0,Contract,Banking,Information Technology,0,US,0,1424,True
etc,0,1,1,Full-time,Design,Art/Creative,0,GR,2388,57,True
etc,0,1,0,Full-time,Marketing and Advertising,,0,US,971,1257,True
etc,0,1,1,Contract,Oil & Energy,Information Technology,0,US,879,1124,False
etc,0,1,1,,,,0,CA,1112,2285,False
etc,0,1,0,,,Finance,0,etc,310,1048,False
etc,0,1,0,Temporary,Marketing and Advertising,Other,0,US,423,897,True
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,etc,553,1672,True
etc,0,1,0,Temporary,Marketing and Advertising,Marketing,0,US,423,664,True
Product,0,1,1,Full-time,Computer Software,Information Technology,0,US,717,1617,True
Product,0,1,1,Full-time,Marketing and Advertising,Product Management,0,GB,1508,2572,True
etc,0,1,1,,,,0,US,461,1513,False
etc,0,1,0,Temporary,Marketing and Advertising,Other,0,US,423,581,True
etc,0,1,1,Full-time,,Health Care Provider,0,US,746,2046,True
etc,0,1,0,Other,Computer Software,Production,0,etc,339,630,True
etc,0,1,0,,,,0,etc,310,714,False
Sales,1,1,0,Full-time,Marketing and Advertising,Sales,0,US,875,315,True
Engineering,0,1,1,Full-time,Marketing and Advertising,Engineering,1,US,1099,957,True
etc,0,1,0,Temporary,Marketing and Advertising,Marketing,0,US,423,1099,True
IT,0,1,1,,Staffing and Recruiting,,0,US,2018,735,True
etc,0,0,0,Full-time,Computer Software,Information Technology,0,US,0,1185,True
etc,0,1,0,Full-time,Warehousing,,0,GB,829,322,True
etc,0,1,1,Temporary,Writing and Editing,,0,US,0,1085,True
etc,0,1,1,,,,0,US,672,1251,False
IT,0,1,0,Full-time,Internet,Information Technology,0,etc,509,1500,True
etc,0,1,1,Full-time,Hospital & Health Care,Health Care Provider,0,GB,695,704,True
etc,0,0,1,,,,0,etc,0,423,False
etc,0,1,1,Full-time,Computer Software,,0,GR,606,1404,True
etc,0,0,1,Contract,Information Technology and Services,Information Technology,1,US,0,1343,True
etc,0,1,0,Temporary,Marketing and Advertising,Marketing,0,US,423,687,True
etc,0,1,0,Full-time,Financial Services,Sales,0,US,1025,1997,True
Operations,0,1,1,Full-time,Internet,Management,0,etc,1042,1628,True
Sales,0,1,1,Full-time,Marketing and Advertising,Sales,0,US,686,554,True
etc,0,1,0,Full-time,Information Technology and Services,Information Technology,0,etc,1258,333,True
etc,0,1,1,Full-time,Computer Games,Data Analyst,0,etc,441,912,True
etc,0,1,1,Full-time,Computer Software,Human Resources,0,etc,726,570,True
etc,0,1,1,Full-time,E-Learning,,0,DE,651,580,False
etc,0,1,0,Full-time,Internet,Engineering,0,US,421,1759,True
Marketing,0,1,1,Part-time,Internet,Marketing,0,US,748,1077,True
etc,0,1,1,Full-time,,,0,US,885,2126,False
Sales,0,1,1,,,,0,CA,489,777,False
IT,1,0,1,,,,0,etc,0,921,False
etc,0,1,0,Contract,Education Management,,0,CA,53,332,True
Sales,0,0,1,,,,0,GB,0,1414,False
Service,0,1,1,Full-time,Consumer Goods,Customer Service,0,US,888,839,True
etc,0,1,0,Full-time,Computer Software,Information Technology,0,etc,252,167,True
etc,0,0,0,,,,0,US,269,1545,False
etc,0,1,1,Full-time,Financial Services,Finance,0,US,785,3196,True
etc,0,1,0,Full-time,Machinery,Manufacturing,0,US,0,374,True
etc,0,1,1,Full-time,Computer Software,Engineering,0,GR,628,707,False
etc,0,1,0,Part-time,Hospital & Health Care,Health Care Provider,0,US,175,449,True
etc,0,0,1,Full-time,Information Technology and Services,Information Technology,0,NZ,832,849,True
etc,0,0,1,,,,0,US,0,3110,False
Marketing,0,1,0,Full-time,Internet,Business Development,0,etc,1251,1412,True
etc,1,1,0,,,,0,etc,0,686,False
Sales,0,0,1,Full-time,Hospitality,Sales,0,US,0,1868,True
etc,0,1,0,Full-time,Financial Services,Customer Service,0,US,684,1220,True
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,etc,553,1672,True
Marketing,0,1,1,Full-time,Automotive,Marketing,0,US,603,1297,True
etc,0,0,0,Full-time,Information Technology and Services,Information Technology,0,NZ,832,1917,True
etc,0,1,1,Other,Information Technology and Services,Information Technology,0,US,2065,1799,True
IT,0,0,0,,,,0,etc,0,431,False
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,US,4007,1137,True
etc,0,1,1,Full-time,Financial Services,Human Resources,0,US,651,1302,True
etc,0,1,0,Full-time,Information Technology and Services,Consulting,0,etc,0,840,True
IT,0,0,0,,,,0,etc,0,1106,False
etc,0,1,0,Contract,Information Technology and Services,Information Technology,0,etc,892,696,True
etc,0,0,0,Full-time,Consumer Goods,Customer Service,1,US,0,315,True
etc,0,1,1,Part-time,Hospital & Health Care,Health Care Provider,0,GB,729,102,True
Operations,0,1,0,,,,0,US,633,1343,False
etc,0,1,1,Full-time,Marketing and Advertising,Marketing,0,GR,459,197,True
etc,0,1,1,,,,0,GB,739,378,False
etc,0,1,1,Temporary,Hospitality,Customer Service,0,US,717,1343,True
etc,0,1,0,Full-time,Internet,,0,etc,940,748,False
Marketing,0,1,0,Full-time,Internet,Training,0,US,1251,704,True
Operations,0,1,0,Full-time,Logistics and Supply Chain,Management,0,US,570,616,True
Marketing,0,1,1,Full-time,Internet,Marketing,0,US,798,1251,True
Service,1,1,1,Full-time,Internet,Customer Service,0,GB,747,1819,True
Operations,0,1,0,Full-time,Logistics and Supply Chain,Management,0,US,570,616,True
Operations,0,1,0,Full-time,Logistics and Supply Chain,Management,0,US,570,616,True
etc,0,0,1,Full-time,,Administrative,0,US,0,3835,False
Engineering,0,1,1,,,,0,GR,0,1484,False
etc,0,1,1,Full-time,,,0,GB,829,602,True
Operations,0,1,0,Full-time,Logistics and Supply Chain,Management,0,US,570,616,True
Sales,0,1,1,Full-time,Internet,Sales,0,US,1042,1219,True
etc,0,1,0,Contract,Education Management,,0,US,53,332,True
etc,0,1,0,Contract,Education Management,,0,etc,53,332,True
etc,0,0,0,Full-time,Pharmaceuticals,,0,US,228,711,False
etc,0,1,0,Contract,Education Management,,0,US,53,332,True
etc,0,1,1,Full-time,Computer Software,Sales,0,NZ,615,1215,True
etc,0,1,1,Full-time,Telecommunications,,0,GR,2676,1289,True
etc,0,0,0,Full-time,Warehousing,Management,0,GB,0,103,False
Operations,0,1,1,Full-time,Internet,Business Analyst,0,US,615,1350,True
etc,0,1,1,Contract,Education Management,,0,KR,53,361,True
Operations,0,1,0,Full-time,Logistics and Supply Chain,Management,0,US,570,616,True
etc,1,1,1,Full-time,Internet,Product Management,0,GB,1432,1554,True
etc,0,1,0,Full-time,Information Technology and Services,Engineering,0,etc,163,1321,True
Development,0,1,0,Part-time,,Business Development,0,GB,310,887,False
Sales,0,1,1,Full-time,Airlines/Aviation,Sales,0,GB,1419,2629,True
etc,0,1,0,Contract,Retail,Information Technology,0,US,1439,902,True
etc,1,1,1,Contract,Computer Software,Engineering,0,US,1252,1585,True
Service,0,1,1,Full-time,Computer Software,,0,US,747,904,False
etc,0,0,0,Temporary,Semiconductors,Manufacturing,0,US,0,631,True
etc,0,1,0,Full-time,Information Technology and Services,Information Technology,0,GB,1681,826,True
Sales,0,1,0,Full-time,Computer Software,Sales,0,US,614,2600,True
etc,0,1,0,,,,0,GR,454,456,False
etc,0,0,1,,,,0,US,0,366,False
etc,0,1,1,Full-time,,Consulting,0,US,1050,957,False
etc,0,0,0,Full-time,Hospital & Health Care,Health Care Provider,0,US,0,364,True
IT,0,0,0,,,,0,etc,0,535,False
etc,0,1,1,Full-time,Internet,Marketing,0,GB,825,3375,True
IT,0,0,0,,,,0,etc,0,274,False
etc,0,1,0,Full-time,Medical Devices,Engineering,0,US,341,3686,True
etc,0,1,1,Full-time,Marketing and Advertising,Sales,0,GB,1286,1547,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,332,True
Product,0,1,0,Full-time,Computer Software,,0,US,493,2364,False
etc,0,1,1,Full-time,,,0,US,384,1174,True
etc,0,1,0,Full-time,Financial Services,Customer Service,0,US,1025,1745,True
etc,0,1,0,Full-time,Computer Software,Engineering,0,GR,606,1269,False
etc,0,1,0,,,Information Technology,0,US,1628,395,False
etc,0,1,1,Full-time,Oil & Energy,Human Resources,0,US,879,1186,True
Technology,0,1,1,Full-time,Chemicals,Information Technology,0,US,206,2431,True
etc,0,1,1,Full-time,Computer Software,,0,US,606,901,False
etc,1,1,1,Full-time,Computer Software,Information Technology,0,US,0,1383,True
etc,0,1,0,Full-time,Mechanical or Industrial Engineering,Manufacturing,0,US,142,665,True
Development,1,1,1,Part-time,Information Technology and Services,Engineering,0,etc,312,521,True
Sales,0,1,1,,,,0,etc,870,553,False
etc,0,1,1,Full-time,,Administrative,0,GB,829,570,True
etc,0,1,0,Full-time,Publishing,Sales,0,US,500,4024,True
etc,0,0,1,Full-time,Financial Services,Management,0,US,0,2927,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,1,,,,0,CA,336,1272,False
etc,0,0,0,Full-time,Computer Software,Information Technology,0,US,0,474,True
etc,0,1,0,Full-time,Internet,,0,GB,508,1479,True
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,NZ,1461,777,True
etc,0,1,0,Full-time,Telecommunications,Management,0,CA,684,1747,True
etc,0,1,1,Full-time,Computer Software,Sales,0,US,532,2982,True
etc,0,1,1,,,Health Care Provider,0,US,467,2320,True
etc,0,1,0,Full-time,Information Technology and Services,,0,etc,148,2456,True
etc,0,1,1,Full-time,Human Resources,Marketing,0,CA,332,1693,False
Marketing,0,1,0,,,Marketing,0,GB,310,770,False
etc,0,0,0,Full-time,Warehousing,Other,0,US,0,1504,True
etc,0,1,0,Full-time,Financial Services,Engineering,0,US,0,559,True
IT,0,0,0,,,,0,etc,0,1637,False
etc,0,1,0,Full-time,Farming,Customer Service,0,US,2559,815,True
etc,0,1,0,Full-time,Internet,Design,0,etc,529,504,True
etc,0,0,0,Full-time,Consumer Services,Customer Service,0,US,0,1486,True
etc,0,0,0,Contract,"Health, Wellness and Fitness",Health Care Provider,0,US,250,2751,True
etc,0,1,0,Full-time,Computer Software,Engineering,0,etc,163,195,True
Development,0,1,1,,,,0,etc,1091,1550,False
IT,0,0,0,,,,0,etc,0,1163,False
Engineering,0,1,1,Full-time,E-Learning,Engineering,0,DE,651,1235,True
etc,1,1,1,,,,0,GR,0,685,False
etc,0,0,0,Full-time,Automotive,Supply Chain,0,GB,0,1275,True
etc,1,1,1,Contract,Computer Software,Engineering,0,US,1252,1904,True
etc,0,1,0,Full-time,Internet,Business Development,0,GB,495,471,True
etc,0,1,1,,,,0,DE,134,841,False
etc,0,1,1,Full-time,Law Practice,Business Development,0,US,1441,1425,True
etc,0,1,1,,,,0,GB,506,2557,False
Product,0,1,1,Full-time,Internet,Design,0,DE,0,1246,True
etc,0,1,0,Part-time,Financial Services,Customer Service,0,US,684,1246,True
etc,0,1,1,,,,0,US,476,2560,False
etc,0,0,0,,,,0,etc,0,274,False
etc,0,1,1,Full-time,,Administrative,0,GB,829,584,True
etc,0,1,1,Full-time,,,0,DE,380,606,False
IT,0,0,1,,,,0,GR,0,496,False
Development,0,1,1,,,,0,GR,353,152,False
etc,0,1,0,Full-time,,,0,US,699,284,False
etc,0,1,1,Full-time,Information Technology and Services,Business Development,0,US,748,832,True
etc,0,0,1,Full-time,Environmental Services,,0,US,0,2871,True
etc,0,1,1,Full-time,Human Resources,Human Resources,0,GB,673,2771,True
etc,1,1,0,Full-time,Computer Software,Design,0,US,1235,1096,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,235,True
etc,0,1,0,Full-time,Insurance,,0,US,699,525,False
etc,0,1,1,,,,0,US,476,2908,False
etc,0,1,1,Other,Online Media,Marketing,0,GR,0,194,True
etc,0,1,1,,,,0,US,646,2227,False
etc,0,1,0,Full-time,Entertainment,,0,US,699,1350,True
etc,0,1,0,,,,0,US,275,449,False
Engineering,0,1,1,Full-time,Computer Software,Engineering,0,NZ,1708,1877,True
etc,0,1,0,Full-time,Apparel & Fashion,,0,GB,580,1125,True
etc,0,0,1,,,,0,GR,0,622,False
etc,0,1,0,Full-time,Electrical/Electronic Manufacturing,,0,US,699,1318,False
etc,0,0,0,Full-time,Computer Software,Information Technology,0,US,0,129,True
etc,0,0,0,Full-time,Financial Services,Management,0,US,0,2533,True
etc,0,1,0,Full-time,Hospital & Health Care,Customer Service,0,US,684,923,True
etc,0,1,1,Full-time,Telecommunications,Human Resources,0,etc,1594,4046,True
etc,0,0,0,Full-time,Computer Software,Information Technology,0,US,0,474,True
Marketing,0,1,1,,,,0,etc,1863,550,False
etc,0,1,1,,,,0,etc,33,243,False
Marketing,0,1,0,,,Marketing,0,etc,336,74,False
etc,0,0,0,Full-time,Staffing and Recruiting,Business Development,0,GB,0,2404,True
etc,0,0,0,,,,0,etc,0,714,False
etc,0,1,0,Part-time,Facilities Services,Customer Service,0,US,684,1223,True
etc,0,0,0,Full-time,International Trade and Development,Finance,0,GB,256,1969,True
Engineering,0,1,1,,,,0,GR,0,1218,False
etc,0,1,0,Full-time,Apparel & Fashion,Management,0,US,0,1238,False
IT,0,0,0,,,,0,etc,0,192,False
etc,0,1,0,Full-time,Education Management,Education,0,US,888,819,True
etc,0,1,1,Full-time,,Administrative,0,US,596,2388,True
etc,0,0,0,,,,1,US,0,2646,False
etc,0,1,0,Part-time,Legal Services,Customer Service,0,US,684,1221,True
etc,0,1,1,,,,0,US,1994,2077,False
Marketing,0,1,1,Full-time,Computer Software,Marketing,0,GR,708,1507,True
etc,0,1,0,Full-time,Computer Software,Information Technology,0,US,726,1199,True
etc,0,0,0,Full-time,Government Administration,Administrative,0,US,0,194,True
IT,0,0,0,,,,0,etc,0,295,False
etc,0,1,1,,Human Resources,Human Resources,0,US,879,811,False
etc,0,1,1,Contract,Education Management,Education,0,US,53,458,True
etc,0,1,1,Full-time,Internet,Marketing,0,GB,839,1065,True
etc,0,1,0,Full-time,Telecommunications,Marketing,0,GR,2676,1361,True
etc,0,1,1,Full-time,Internet,Project Management,0,CA,859,531,True
etc,0,0,1,Part-time,Retail,Other,0,US,1090,311,True
IT,0,0,0,,,,0,etc,0,161,False
etc,0,1,1,Full-time,Computer Software,Information Technology,0,GR,606,1404,True
etc,0,1,1,Part-time,Food & Beverages,,0,US,886,793,False
etc,0,1,0,Full-time,Consumer Services,Customer Service,0,US,684,1074,True
Marketing,0,0,0,Full-time,Food & Beverages,Marketing,0,CA,0,1285,True
etc,0,0,0,,,,0,US,0,358,False
etc,0,1,1,Temporary,Cosmetics,Sales,0,GB,829,855,True
etc,0,1,1,Full-time,Computer Software,Engineering,0,US,300,1598,True
Product,0,1,1,,,,0,US,174,94,False
etc,0,1,1,,,,0,GB,129,651,False
etc,0,1,0,Full-time,Food & Beverages,Business Analyst,0,US,699,3032,True
etc,0,1,1,,,,0,GR,1057,813,False
etc,0,1,0,Contract,Education Management,,0,CA,53,332,True
etc,0,0,1,Full-time,Mechanical or Industrial Engineering,Administrative,0,GB,0,1287,True
etc,0,1,0,Full-time,Hospital & Health Care,Health Care Provider,0,etc,790,689,True
etc,0,1,0,Other,Internet,Legal,0,GB,673,695,True
etc,0,1,0,Full-time,Financial Services,Customer Service,0,US,684,2262,True
etc,0,0,0,Temporary,,,0,US,0,1063,True
etc,0,0,0,Full-time,,,0,US,228,689,False
etc,0,1,0,Full-time,Information Technology and Services,,0,etc,518,2219,True
etc,0,1,1,Part-time,Facilities Services,,0,US,711,1317,True
etc,1,1,1,Part-time,Nonprofit Organization Management,Education,0,US,729,2676,True
etc,0,1,1,Full-time,Financial Services,Other,0,GB,812,1584,True
etc,1,1,0,Full-time,Real Estate,Administrative,1,US,640,282,True
etc,0,0,0,Full-time,Computer Software,Information Technology,0,US,0,407,True
etc,0,1,0,,Hospital & Health Care,Health Care Provider,0,etc,790,592,True
etc,0,1,0,Full-time,Hospital & Health Care,Health Care Provider,0,AE,790,613,True
etc,0,1,0,Full-time,Broadcast Media,,0,US,1247,1688,True
etc,0,1,0,Full-time,Logistics and Supply Chain,Information Technology,0,US,1439,1202,True
IT,0,0,1,,,,0,US,0,522,False
etc,0,1,0,Full-time,Hospital & Health Care,Health Care Provider,0,AE,790,708,True
etc,0,1,0,Full-time,Hospital & Health Care,Health Care Provider,0,AE,790,698,True
etc,0,1,1,Full-time,Information Technology and Services,Other,0,etc,0,753,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,0,Full-time,Hospital & Health Care,Health Care Provider,0,etc,790,684,True
etc,0,1,1,Full-time,Telecommunications,Sales,0,etc,2676,2374,True
Sales,0,0,1,,,,0,US,0,919,False
Service,0,1,1,Full-time,Computer Hardware,Customer Service,0,US,537,701,True
Marketing,0,1,0,Full-time,Computer Software,Marketing,0,US,996,1960,True
Service,0,1,0,Full-time,Computer Software,Project Management,0,GB,438,1871,False
etc,0,1,0,Full-time,Hospital & Health Care,Health Care Provider,0,AE,790,730,True
etc,0,1,0,,,,0,US,1247,237,False
etc,0,1,0,Full-time,Hospital & Health Care,Health Care Provider,0,etc,790,623,True
etc,0,0,1,,,,0,US,0,2911,False
Service,0,1,1,,,,0,GR,50,1155,False
etc,0,1,1,,,,0,US,336,153,False
etc,0,1,1,,,,0,US,1994,1954,False
Development,0,1,1,Full-time,"Health, Wellness and Fitness",Information Technology,0,etc,778,1385,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,458,True
etc,0,1,1,Other,Hospital & Health Care,Health Care Provider,0,US,175,395,True
etc,0,0,1,,,,0,US,859,625,False
etc,0,1,1,Full-time,Oil & Energy,,0,US,879,1377,True
Operations,0,0,1,Full-time,Events Services,Project Management,0,US,0,1151,True
etc,0,1,1,Part-time,Hospital & Health Care,,0,US,815,354,False
etc,0,1,1,Full-time,Internet,Marketing,0,etc,249,1009,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
Marketing,0,0,0,,,Marketing,0,US,503,909,False
etc,0,0,0,Full-time,Information Technology and Services,,0,etc,0,1182,False
etc,0,0,0,Part-time,,,0,etc,0,3935,False
etc,1,1,1,,,,0,etc,0,685,False
IT,0,1,1,Full-time,Information Technology and Services,Information Technology,0,US,1194,1723,True
etc,0,0,0,Full-time,,,0,US,228,862,False
etc,0,1,0,Full-time,Hospitality,Customer Service,0,US,236,1160,True
etc,0,1,0,Contract,Hospital & Health Care,Health Care Provider,0,US,365,464,True
etc,0,1,0,Full-time,Computer Software,Information Technology,0,etc,726,984,True
etc,0,1,1,Full-time,,,0,GR,137,1133,False
etc,0,1,0,Full-time,Research,Data Analyst,0,GB,681,2664,True
etc,0,1,1,Full-time,,Customer Service,0,US,405,497,True
etc,0,1,0,Full-time,Oil & Energy,Engineering,0,US,879,3853,True
etc,0,1,1,,,,0,GR,454,386,False
Development,0,1,1,Full-time,Internet,Production,0,US,720,1534,True
etc,0,1,1,Full-time,,,0,US,1808,1050,False
etc,0,1,0,Full-time,Transportation/Trucking/Railroad,Other,0,US,454,717,True
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,NZ,1264,910,True
etc,0,1,0,,,,0,NZ,2021,1067,False
etc,1,1,1,,,,0,etc,0,686,False
Sales,0,1,1,Full-time,Computer Software,Sales,0,etc,0,1147,True
etc,0,1,1,Part-time,Food Production,Quality Assurance,0,US,1808,754,True
Development,0,1,1,Full-time,Internet,Production,0,US,720,1055,True
etc,0,1,1,Full-time,Oil & Energy,Business Development,0,US,879,2238,False
etc,0,0,1,,,,0,US,0,607,False
etc,0,0,0,Full-time,Internet,Project Management,0,US,0,1279,True
etc,0,0,0,Full-time,Internet,Other,0,US,0,1767,True
etc,0,0,0,,,,0,US,269,582,False
etc,0,1,0,Contract,Computer Software,Engineering,0,etc,781,1353,True
etc,0,1,1,Full-time,Apparel & Fashion,Public Relations,0,AU,1230,1208,True
etc,0,1,0,,,,0,US,798,1073,False
Technology,0,1,1,Full-time,Internet,Engineering,0,US,615,803,True
etc,0,1,1,Full-time,Marketing and Advertising,Information Technology,0,US,1628,1099,True
etc,0,1,0,Full-time,Food & Beverages,,0,US,0,1252,True
etc,0,1,1,Full-time,,Information Technology,0,DE,134,845,True
etc,0,1,1,Full-time,Automotive,Business Development,0,US,603,2450,True
etc,0,0,0,Full-time,Internet,Other,0,US,0,1698,True
etc,0,1,0,Full-time,Financial Services,Quality Assurance,0,US,530,728,True
etc,0,1,1,,,,0,US,1126,1075,False
Marketing,0,1,1,Full-time,Information Technology and Services,Marketing,0,etc,505,449,True
etc,0,1,0,,Cosmetics,,0,GB,829,855,False
etc,0,0,0,,,,0,US,269,693,False
Product,0,1,0,,,Product Management,0,etc,940,352,False
etc,0,1,1,Contract,Education Management,Education,0,US,53,458,True
Operations,0,1,0,Full-time,"Leisure, Travel & Tourism",Administrative,0,US,492,674,True
etc,0,1,1,Full-time,Medical Practice,Health Care Provider,0,US,552,837,True
etc,0,1,1,Full-time,Financial Services,General Business,0,US,1025,1543,True
etc,0,0,1,,,,0,US,0,1589,False
etc,0,1,0,Full-time,Computer Software,Engineering,0,GR,128,65,False
etc,0,1,0,Full-time,Hospital & Health Care,Health Care Provider,0,US,829,2981,True
Marketing,0,1,1,Full-time,Internet,Marketing,0,US,1042,1561,True
etc,1,0,0,Contract,"Health, Wellness and Fitness",Other,0,US,0,1082,True
etc,0,1,1,Full-time,Marketing and Advertising,,0,GR,459,207,False
etc,0,1,1,Full-time,Public Relations and Communications,Public Relations,0,GR,577,547,True
etc,0,0,0,Full-time,Accounting,Administrative,1,US,0,902,True
etc,0,1,1,,,,0,US,943,1425,False
Sales,0,1,0,Full-time,Information Technology and Services,Business Development,0,US,844,1900,True
etc,0,0,0,,,,0,US,269,683,False
Sales,0,1,1,Contract,Environmental Services,Sales,0,GR,916,405,True
etc,0,1,1,,,,0,GR,2388,2508,False
etc,0,0,0,Full-time,Information Technology and Services,,0,US,0,604,True
etc,0,1,0,Full-time,Information Technology and Services,Information Technology,0,US,644,1665,True
etc,0,1,0,Full-time,Hospital & Health Care,Health Care Provider,0,US,829,506,True
etc,0,1,0,Full-time,Internet,Design,0,GB,839,1328,False
etc,0,0,0,Full-time,Warehousing,Other,0,GB,0,156,False
etc,0,1,0,Contract,Construction,Administrative,1,US,1124,453,True
etc,0,1,1,Full-time,Computer Software,Information Technology,0,GR,788,789,True
etc,0,0,0,Part-time,Marketing and Advertising,Administrative,0,GR,0,489,True
etc,0,1,1,Full-time,Consumer Services,Customer Service,0,US,1025,1877,True
etc,0,1,0,Full-time,Computer Software,Information Technology,0,US,72,712,True
etc,0,0,1,,,,0,US,0,88,False
Engineering,0,1,1,Full-time,Computer Software,Engineering,0,US,492,1088,True
Sales,0,0,1,,,,0,etc,0,904,False
etc,0,1,0,Full-time,Computer Software,Consulting,0,US,1191,615,True
Sales,0,1,0,Full-time,Automotive,Sales,0,US,683,927,True
etc,0,0,0,Full-time,Computer Software,Information Technology,0,US,0,407,True
etc,0,1,1,Full-time,Hospital & Health Care,Health Care Provider,0,GB,829,1248,True
etc,0,1,1,Full-time,Accounting,Finance,0,NZ,1708,1109,True
etc,0,1,0,Full-time,Computer Software,Quality Assurance,0,US,377,999,True
etc,0,1,0,Full-time,Information Technology and Services,Quality Assurance,0,US,1376,590,True
etc,0,1,1,,"Health, Wellness and Fitness",Health Care Provider,0,US,175,661,False
etc,0,0,0,,,,0,US,0,616,False
Design,0,0,1,,,,0,US,0,977,False
IT,1,1,0,Full-time,Information Technology and Services,Information Technology,0,etc,991,1405,True
etc,1,0,0,Contract,Mental Health Care,Health Care Provider,0,US,0,171,True
etc,0,1,1,Part-time,Internet,,0,US,1126,815,True
etc,0,1,0,,,,0,etc,393,544,False
etc,0,1,0,Full-time,Financial Services,Customer Service,0,US,684,1904,True
etc,0,1,0,Full-time,Real Estate,Legal,0,US,70,1207,True
etc,0,1,0,Full-time,Internet,Art/Creative,0,GB,673,691,True
etc,0,1,1,Full-time,Hospital & Health Care,Health Care Provider,0,US,1628,1334,True
etc,0,1,0,Full-time,Financial Services,,0,US,1025,873,True
etc,0,0,1,,,,0,GB,0,837,False
etc,0,0,1,Full-time,Hospital & Health Care,Administrative,0,US,0,1117,True
etc,0,1,0,,Consumer Services,Sales,0,US,1030,822,True
etc,0,1,0,Full-time,Broadcast Media,,0,US,1247,618,True
etc,0,1,1,Full-time,Internet,Other,0,GB,825,1649,True
etc,0,1,0,Full-time,Consumer Services,Sales,0,US,558,863,False
etc,0,1,0,,,,0,US,1247,243,False
etc,0,0,1,,,,0,etc,0,188,False
etc,0,0,0,Part-time,Accounting,,1,CA,0,872,False
etc,0,1,1,,,,0,etc,310,1379,False
etc,0,1,0,Full-time,Banking,Consulting,0,etc,233,75,True
etc,1,1,0,Full-time,Marketing and Advertising,Administrative,0,US,875,474,True
etc,0,1,0,Full-time,Hospitality,Engineering,0,US,931,1224,True
etc,0,1,0,,,,0,etc,518,1356,False
etc,0,1,1,Full-time,Medical Practice,Business Development,0,SG,1958,2341,True
etc,0,1,1,Full-time,Financial Services,Marketing,0,AU,610,773,True
etc,0,0,1,,,,0,US,0,232,False
etc,0,1,0,,,,0,GR,1511,628,False
etc,0,0,0,Full-time,Printing,Management,0,US,0,500,True
etc,0,1,0,Full-time,Design,,0,US,470,3993,True
etc,0,1,1,,,,0,GB,0,530,False
etc,0,1,0,,,,0,US,1247,596,False
etc,0,1,0,Full-time,Broadcast Media,,0,US,1247,1688,True
etc,0,1,0,Full-time,,,0,etc,0,667,False
etc,0,1,1,Full-time,Computer Networking,Information Technology,0,US,1025,2198,True
etc,1,1,1,Contract,Computer Software,Sales,0,US,0,1176,True
etc,0,1,1,,,,0,AE,1505,770,False
etc,0,1,0,Full-time,Research,Administrative,0,US,850,1125,False
etc,0,0,0,Full-time,Banking,Information Technology,0,US,0,1681,True
etc,0,0,0,Full-time,Computer Software,Information Technology,0,US,0,697,True
etc,0,1,1,Full-time,Graphic Design,Art/Creative,0,US,791,579,True
etc,0,1,1,Full-time,Marketing and Advertising,,0,etc,769,815,False
etc,0,0,0,Full-time,,,0,US,0,1877,True
etc,0,1,0,Full-time,Research,Administrative,0,US,850,1125,False
etc,0,1,0,,,,0,US,1247,436,False
IT,0,0,0,,,,0,etc,0,1944,False
etc,0,1,0,,Cosmetics,,0,GB,829,838,False
etc,0,1,1,Full-time,Transportation/Trucking/Railroad,Other,0,US,466,562,True
etc,0,1,1,Full-time,Nonprofit Organization Management,Management,0,US,619,2033,True
etc,0,0,0,Full-time,Information Technology and Services,Information Technology,0,NZ,832,1862,True
etc,0,1,0,Full-time,Computer Software,Information Technology,0,etc,726,754,True
